ID,claim
132,"Tương tự, Hòa sinh viên Đại học Tài chính Marketing TP HCM đi đăng ký thi từ 5h, đến nơi phải xếp hàng sau cả trăm người."
132,"Theo ông Đoàn Hồng Nam Chủ tịch IIG Việt Nam, tình trạng thí sinh xếp hàng trước trung tâm để đăng ký dự thi TOEIC chỉ diễn ra vào cuối tuần trước."
133,"Năm 2016, em giành học bổng du học ngành Khoa học máy tính của Đại học Minnesota University of Minnesota tại Mỹ."
133,"Đây là mục tiêu em đã đặt ra từ những ngày đầu đặt chân tới Mỹ, Gia Phong nói."
133,Phạm Gia Phong đang là sinh viên năm ba ngành Khoa học máy tính ở Mỹ.
133,"Ảnh: NVCC Trước đó, khi đang học THPT tại Việt Nam, chàng trai sinh năm 1998 từng giành nhiều giải thưởng ở môn Tin học."
133,Phong từng là thực tập sinh phần mềm ở FPT Software.
133,"Phong cho biết để chinh phục Google, Microsoft và Facebook hay bất kỳ công ty công nghệ nào ở Mỹ, em đều phải vượt qua vòng hồ sơ và phỏng vấn trực tiếp với nhân viên lập trình cũng như người quản lý."
133,"Với vòng phỏng vấn, em phải hoàn thành 23 cuộc ở mỗi công ty."
133,Các câu hỏi đều liên quan đến kiến thức về công nghệ và khoa học máy tính.
133,Phong khá tự tin ở vòng này bởi trước đó đã dành nhiều thời gian học các thuật toán và nhiều cấu trúc dữ liệu khác.
133,"Với những câu hỏi mang tính chất tìm hiểu cá nhân, em đưa ra câu trả lời để khẳng định mình phù hợp với môi trường làm việc của những nhóm chuyên nghiệp quy mô lớn."
133,"Em cũng thể hiện mình có kinh nghiệm, hiểu biết và kỹ năng phù hợp."
133,"Sau vòng phỏng vấn qua điện thoại, phía công ty chi trả mọi chi phí, mời em bay tới trụ sở để phỏng vấn trực tiếp với quản lý, nhân viên ở đội Điện toán đám mây Microsoft Azure."
133,"Trong vòng này, em phải trả lời 5 câu hỏi từ 5 người, Phong kể lại."
133,Gia Phong trong một chương trình dạ hội.
133,Mỗi kỳ thực tập sẽ kéo dài 12 tuần.
133,"Khi làm việc ở đó, em phải biết làm việc nhóm quy mô lớn một cách hiệu quả, hiểu biết về công nghệ, khoa học máy tính, các thuật toán, Phong nói."
133,"Dự định làm dự án liên quan đến điện toán đám mây hay nền tảng hạ tầng cho các chương trình và phần mềm, Phong hy vọng sẽ học hỏi được nhiều, có nhiều cơ hội cọ xát với các nhân tài từ nhiều quốc gia."
134,"Ông Nguyễn Thái Trung Trưởng Phòng công tác sinh viên, cho biết cơ quan công an đã mời nam sinh bị tố giác lên làm việc và người này khai nhận hành vi nhiều lần quay lén nữ sinh đang tắm."
134,Hai nam sinh thú tội quay video bạn nữ tắm.
134,Ảnh: Cắt từ clip.
134,Do phía dành cho nam giới ít sử dụng phòng nên một số nữ sinh sang tắm và bị nam sinh quay video.
134,Công an xác minh cả hai chưa phát tán video lên mạng.
134,Nam sinh thừa nhận quay video các bạn nữ tắm trong đợt học quân sự tại Trung tâm giáo dục quốc phòng an ninh thuộc Đại học Thể dục Thể thao Đà Nẵng.
134,Đại học Ngoại ngữ đã nhờ công an xác minh.
135,Ảnh cắt từ video.
135,Nhà chức trách đã ra quyết định xử phạt 4 nhân viên an ninh sân bay Thọ Xuân với số tiền 4 triệu đồng mỗi người.
135,Ảnh cắt từ video.
135,"Qua đó, tổ công tác đánh giá lực lượng an ninh cơ động sân bay Thọ Xuân đã phản ứng kịp thời nhằm ngăn chặn nhóm người gây rối."
135,"Khoảng 14h20 ngày 2311, một nhóm người đã vào sân bay Thọ Xuân tiễn bạn đi TP HCM."
135,Họ yêu cầu nhân viên hàng không Lê Thị Giang chụp ảnh chung nhưng chị Giang từ chối do đang làm việc.
136,Trụ sở UBND phường đã mở cửa tiếp dân trở lại.
136,"Súng ở phường đội được quản lý như thế nào Ban chỉ huy quân sự phường Đoàn Kết nằm trong khuôn viên trụ sở UBND phường, cách hội trường khoảng 100 m. Đại tá Lê Xuân Hòa, Chỉ huy trưởng Bộ chỉ huy quân sự tỉnh Gia Lai cho biết, mỗi ban chỉ huy quân sự phường, xã được trang bị từ 5 đến 10 khẩu súng Garand và R15."
136,Hộp đạn cũng được khoá kỹ.
136,"Theo quy định, Trưởng và Phó ban chỉ huy quân sự phường sẽ giữ hai chìa khóa tủ vũ khí."
136,"Tuy nhiên, lúc xảy ra vụ nổ súng, Phó ban Bùi Chí Hiếu 32 tuổi không được phép giữ chìa khóa vì đang đi học ở tỉnh."
136,"Anh Kpă Kinh Bí thư Đoàn phường cho biết trước đó một ngày, Hiếu có nhắn tin cho anh hỏi sáng thứ hai có chào cờ không?."
136,"Đến sáng 312, sau lễ chào cờ, khoảng 20 cán bộ, nhân viên vào hội trường nghe lãnh đạo phổ biến công việc."
136,"Sau khi được đưa đi cấp cứu tại Bệnh viện đa khoa Gia Lai, hiện sức khỏe của nghi phạm tiến triển tốt, đã qua cơn nguy kịch."
136,"Do viên đạn bắn từ dưới cằm lên khiến cằm và mặt hầu như bị biến dạng, tuy nhiên não bộ ít tổn thương, ông Phạm Bá Mỹ, Giám đốc bệnh viện thông tin."
136,"Lâu nay tôi chỉ biết hai người quan hệ anh em trong công việc ở phường, không có nghi ngờ gì."
137,"Theo thông tin ban đầu, sáng 312, lễ chào cờ đầu tuần của UBND phường Đoàn Kết thị xã Ayun Pa, Gia Lai diễn ra ở hội trường."
137,"Lực lượng công an nhanh chóng đến hiện trường khuyên nhủ nhưng Phó ban chỉ huy quân sự phường vẫn bắn bà Kpă HVen chết tại chỗ, rồi tự sát."
137,Ông Hiếu được đưa đi cấp cứu trong tình trạng nguy kịch.
137,"Phó chủ tịch HĐND phường ở Gia Lai bị bắn chết tại trụ sở Trao đổi với VnExpress, thượng tá Trần Ngọc Anh Trưởng phòng tham mưu Công an tỉnh Gia Lai cho biết, cảnh sát đã thu giữ hai khẩu súng quân dụng tại hiện trường."
137,"Trước mắt ghi nhận có 6 phát đạn được bắn ra, cảnh sát đang khám nghiệm, điều tra vụ án, ông Anh thông tin."
137,"Theo người nhà nghi can, Hiếu đã có vợ và hai con gái."
137,Thời gian gần đây Hiếu được phường cử đi học quân sự ở tỉnh.
137,"Hôm qua anh ấy mới về, dự định chiều nay lên lại thì xảy ra sự việc này."
138,"Anne Hidalgo, thị trưởng Paris hôm qua cho biết cuộc bạo loạn hôm 112 gây thiệt hại ước tính 3,44,5 triệu USD, theo France 3."
138,Bộ Nội vụ Pháp ước tính 136.000 người đã tham gia biểu tình trên cả nước hôm 212.
138,"Theo một cuộc khảo sát gần đây, 84 người Pháp, đa số thuộc nhóm có thu nhập trung bình, ủng hộ người biểu tình."
138,"Trong năm qua, giá nhiên liệu ở Pháp đã tăng hơn 20."
138,Ông Macron phải hoãn chuyến thăm Serbia vào ngày 512.
139,"Trong ảnh, cảnh sát chống bạo động bắn hơi cay vào người biểu tình tại Khải Hoàn Môn."
139,"Ít nhất hơn 110 người bị thương, 420 người bị bắt."
141,"Hai tài xế đánh nhau vì giành đường tại nút cổ chai Hà Nội Ôtô chôn chân vì bị chặn đầu bởi trăm xe máy đi ngược chiều ở Sài Gòn Video ghi cảnh hai ôtô giành đường nhau trên phố Nguyễn Hữu Thọ quận Hoàng Mai, Hà Nội chiều 112."
141,"Ôtô Nissan vượt trái, đi sát chiếc Chevrolet."
141,"Khi chiếc Nissan vượt qua, người đàn ông lái chiếc Chevrolet chạy bộ đuổi theo để trách mắng."
142,Tài xế ôtô bị mắc kẹt tại đây hơn 30 phút.
142,"Vụ việc xảy ra 19h30 ngày 3011 trên đường Ung Văn Khiêm, quận Bình Thạnh, TP HCM."
142,Tài xế ôtô bị chặn đầu bởi trăm xe máy đi ngược chiều ở Sài Gòn Video: Otosaigon Tình trạng này xảy ra khá phổ biến ở TP HCM.
143,"Do hiệu trưởng đổ lỗi cho nhà cung cấp thực phẩm và bộ phận tiếp nhận, nhóm hơn 20 phụ huynh kéo lên Phòng Giáo dục và Đào tạo huyện Bình Lục để trình bày."
143,Do huyện không có nơi nào làm kiểm định chất lượng thực phẩm nên chúng tôi không gửi mẫu đi kiểm tra được.
143,Trường Mầm non xã Đồn Xá có ba điểm trường.
144,Đoàn sẽ có tổng kết gửi về UBND thành phố và Sở Giáo dục.
144,"Trước đó, đoàn giám sát đã nhắc nhở trường THPT Thủ Thiêm khi ấn định mức thu 300.000 đồng mỗi học sinh."
144,"Trong đó 100.000 đồng là quỹ hoạt động cha mẹ học sinh, còn lại là quỹ tài trợ trường."
144,"Tương tự, Ban đại diện cha mẹ trường tiểu học Nguyễn Thái Học cũng đưa ra mức bình quân 250.000 đồng cho mỗi phụ huynh."
144,"Chúng tôi đã lưu ý các trường và ban đại diện cha mẹ học sinh việc này, bà Khánh cho biết."
144,"Theo Phó chủ tịch Ủy ban Mặt trận Tổ quốc TP HCM, việc giáo dục phải có ba nhánh: nhà trường, gia đình và xã hội."
144,"Nhiều trường làm đúng cũng không biết mình làm có đúng không, nhiều trường làm sai cũng không biết mình sai."
144,"Thông tư 55 về Ban đại diện cha mẹ, nhiều đơn vị không nắm hết được, ông Lưu nói."
145,"Theo báo cáo, vào chiều ngày 3.12, có 6 phương tiện dừng tại làn thu phí."
145,"Do đây là giờ cao điểm lưu lượng xe qua trạm đông, công ty buộc phải xả trạm để đảm bảo an ninh trật tự tại trạm, ông Ninh cho biết thêm."
146,Chiều từ Đình Vũ quận Hải An sang thị trấn Cát Hải huyện Cát Hải số lượng đinh rải dày hơn chiều ngược lại và cả bốn làn xe đều có đinh.
146,"Đầu giờ sáng 412, công nhân của Xí nghiệp quản lý bảo dưỡng đường ôtô Tân Vũ Lạch Huyện đơn vị bảo dưỡng, vận hành cầu đã gom được khoảng 0,3 kg."
146,Một số người dân tham gia giao thông phát hiện đinh đã dừng xe nhặt nhưng không xuể.
146,"Ảnh: Giang Chinh Nhận định có người chủ đích rải đinh, Xí nghiệp đã gửi công văn đến các cơ quan chức năng của Hải Phòng đề nghị phối hợp điều tra."
146,"Trước mắt, để đảm bảo an toàn tính mạng người tham gia giao thông, đơn vị cũng cắt cử 10 nhân viên đi dọn vệ sinh và thu gom đinh hằng ngày."
146,"Trung tá Lê Anh Sơn, Đội trưởng đội 4, Phòng CSGT Công an Hải Phòng cho biết, ban giám đốc đã giao công an quận Hải An điều tra."
146,"Phía doanh nghiệp cũng dự kiến lắp camera an ninh hai đầu cầu, bố trí phương tiện cứu hộ xe gặp nạn."
147,"Mức này theo cơ quan quản lý chỉ tăng khoảng 11, thấp hơn nhiều so với mức tăng trưởng 42,4 của năm 2017."
147,Hàng làm ra đến đâu được chọn lựa mua hết đến đó.
147,Trung Quốc đang vào mùa bưởi cũng là một trong những lý do khiến họ hạn chế thu từ Việt Nam.
147,Nhiều người phải mang bưởi da xanh lên Sài Gòn bày bán giá rẻ trên các vỉa hè.
147,"Tương tự, sầu riêng trái vụ đang vào mùa thu hoạch nhưng cũng khó đầu ra vì sản phẩm này chưa được xuất chính ngạch qua Trung Quốc."
148,"Theo ông Ngọc, các chuyên gia đầu ngành đã tham gia hội chẩn nhưng vẫn chưa đủ căn cứ để đưa ra kết luận cuối cùng, vì chưa xác định được chất độc cụ thể và đường xâm nhập dẫn đến cái chết của các nạn nhân."
148,Cơ quan chức năng sẽ lấy mẫu từ hệ thống điều hoà của khách sạn nơi các nạn nhân ở để giám định thêm.
148,"Giám đốc Trung tâm pháp y Đà Nẵng cho hay các mẫu đưa đi phân tích được lấy sớm; một số mẫu như nước tiểu, dịch dạ dày, máu, chất nôn được thu thập ngay khi nạn nhân đang nguy kịch."
148,"Ngoài ra, lực lượng chức năng còn lấy nhiều mẫu giám định bổ sung ở khách sạn, bao gồm nước, không khí, dầu gội đầu, ấm nấu nước, vỏ bánh kẹo... Sau đó Viện Pháp y đã làm việc công tâm nhưng quá khó để đưa ra kết luận, ông nói."
148,"Hội đồng chuyên môn của Viện đang yêu cầu giám định thêm một số công đoạn khác, như thực nghiệm trên động vật, hệ thống điều hoà của khách sạn, kiểm tra lại sức khoẻ của các nạn nhân còn sống để tìm hiểu rõ nguyên nhân."
148,"Công an thành phố Đà Nẵng cũng cho biết chưa đưa ra kết luận về sự việc; khi có nguyên nhân chính xác, nhà chức trách sẽ tổ chức họp báo để công khai."
149,"Tối 512, nam tài xế lái ôtô 7 chỗ trên đường Phan Văn Hớn, hướng từ quận 12 đi huyện Hóc Môn, TP HCM."
149,"Đến gần chợ Bà Điểm huyện Hóc Môn, ôtô tông người phụ nữ chạy xe máy phía trước khiến nạn nhân văng xuống đường."
149,Ôtô chỉ dừng lại khi nằm vắt vẻo trên một loạt xe máy.
149,"Nhiều người dân quanh khu vực hô hào nhau nâng ôtô, giải cứu những người bị kẹt dưới gầm."
150,"Ảnh: Giang Chinh Ngày 1710, thượng tướng Lê Chiêm, Thứ trưởng Quốc phòng ký biên bản bàn giao khu đất rộng 14,2 ha tại phường Thành Tô và Tràng Cát quận Hải An cho UBND TP Hải Phòng quản lý, sử dụng."
150,"Theo ông Đào Văn Học đại diện Tổng công ty 319, khu đất trên được chia làm hai phần: khu A rộng 5 ha và khu B rộng 9,2 ha."
150,"Trước đây, Bộ Quốc phòng giao đất cho Sư đoàn 363."
150,"Đến năm 2014, Tổng công ty 319 được giao tiếp quản."
150,"Ảnh: Giang Chinh Chiều tối cùng ngày, Chủ tịch TP Hải Phòng Nguyễn Văn Tùng đã trực tiếp chủ trì cuộc họp công bố các quyết định của Bộ Quốc phòng tại trụ sở UBND phường Thành Tô."
150,"Cuộc họp có sự tham dự của hàng trăm người dân liên quan, với hàng trăm công an, bộ đội bảo vệ bên ngoài."
151,"Nữ tiếp viên gốc Hoa bị chụp trộm gây sốt mạng xã hội Ngày 1310, một nam hành khách đến từ Hong Kong chia sẻ hình ảnh của nữ tiếp viên khiến anh ấn tượng trên một chuyến bay."
151,Một số hoài nghi về nhan sắc thật sự của cô khi để mặt mộc.
152,Ảnh: AFP Gia đình ông Yen sở hữu một tiệm mỳ tại khu chợ truyền thống nhộn nhịp ở Tân Đài Bắc mấy chục năm nay.
152,Ông được hưởng án treo và nhận ra đây là cơ hội thứ hai để làm lại cuộc đời.
152,Ông Yen chuẩn bị mỳ cho khách tại tiệm mỳ gia đình.
152,"Các tô mỳ có thịt lợn, tôm và bắp cải ăn kèm được bán với giá 80 TWD 2,6 USD cho các khách hàng thông thường."
152,"Mỗi tháng ông Yen phục vụ 600 700 tô mỳ miễn phí, chủ yếu là được các mạnh thường quân chi trả."
152,"Những người ăn mỳ miễn phí thường là người già hoặc thất nghiệp, Yen cho hay."
153,Những sai phạm của ông Nam được xác định ở thời đểm khi ông này còn là trưởng phòng quy hoạch sử dụng đất Sở Tài nguyên môi trường TP.HCM.
153,Cơ quan điều tra đã thực hiện lệnh bắt tạm giam ông Kiệt và ông Út.
153,"Từ trái sang: ông Nguyễn Thành Tài, Đào Anh Kiệt, Trương Văn Út Ảnh: Bộ Công an Theo thông tin từ Bộ Công an, Cơ quan Cảnh sát điều tra của bộ đã tiến hành điều tra vụ án Vi phạm các quy định về quản lý đất đai xảy ra tại TP.HCM, theo Quyết định khởi tố vụ án hình sự số 42QĐC01P4 ngày 811."
153,"Theo nguồn tin của Tuổi Trẻ Online, sáng cùng ngày Cơ quan Cảnh sát d9iều tra Bộ Công an đã khám xét nơi làm việc của ông Nam tại Quận ủy quận 2."
153,Việc khám xét kết thúc vào khoảng 10h sáng.
154,Ông đề nghị Quốc vương nói vài lời với khán giả.
154,"Trong khi hầu hết video ghi lại hoạt động làm việc hàng ngày của ông, kênh Youtube này cũng giúp người Indonesia hiểu thêm về cuộc sống cá nhân của Tổng thống."
154,"Có những video cho thấy ông ăn thử thức ăn đường phố địa phương với các quan chức, chơi bắn cung với con trai và kể cho khán giả về những con dê được ông nuôi làm thú cưng."
154,Các video được gắn thẻ JKWVLOG Jokowi vlog để giúp khán giả dễ tìm kiếm.
154,Tổng thống còn tổ chức các cuộc thi nhỏ như kêu gọi người theo dõi đăng video về truyền thống gia đình đặc biệt trong các dịp lễ Hồi giáo lên Youtube và chia sẻ đường dẫn lên Facebook.
154,Kênh Youtube của Tổng thống Indonesia.
154,Ảnh chụp màn hình.
154,Các nhà phân tích đánh giá ông Widodo tích cực sử dụng mạng xã hội nhằm tiếp cận giới trẻ Indonesia.
154,"Indonesia có dân số trẻ, vì vậy ông có tầm nhìn về cuộc bầu cử năm 2019, khi nhiều thiếu niên đủ tuổi bỏ phiếu, Tobias Basuki, chuyên gia tại Trung tâm Nghiên cứu Chiến lược và Quốc tế CSIS tại Jakarta, đánh giá."
154,"Theo Quỹ Dân số Liên Hợp Quốc, hơn 65 triệu người Indonesia ở độ tuổi 1024, chiếm gần 30 dân số."
154,Loại còn lại là các chính sách của Widodo được thể hiện bằng đồ họa.
154,Chúng tôi biết rằng những cử tri lần đầu đi bầu dễ bị tác động bởi ý kiến từ bạn bè.
154,Tổng thống Indonesia Joko Widodo chụp ảnh với người ủng hộ.
154,"Trên Facebook, ông đăng ảnh mình ngồi xem lễ bế mạc Asiad ngày 19 qua màn hình lớn tại West Nusa Tenggara cùng với những người sống sót sau trận động đất ở đảo Lombok."
155,"Những căn diện tích nhỏ hơn, mức chênh mỗi m2 cũng tương đương nên bên mua sẽ phải trả khoảng 300 đến 500 triệu đồng."
155,"Môi giới cũng cho biết, giá mỗi m2 hiện đã tăng khoảng 2 triệu đồng so với thời điểm cách đây 3 tháng."
155,"Số tiền còn lại, khách thanh toán cho bên mua theo tiến độ trong hợp đồng đã ký với chủ đầu tư."
155,"Theo khảo sát của VnExpress, ngay lối vào dự án ở đầu ngõ 282 Nguyễn Huy Tưởng, một số môi giới đứng ven đường chào mời người mua nhà ở xã hội."
155,"Dự án có 612 căn hộ dự kiến bàn giao năm 2019, trong đó có 92 căn thương mại."
155,"Ông Nguyễn Văn Thành, Phó giám đốc Ban đầu tư Công ty cổ phần Tập đoàn Hoành Sơn đại diện chủ đầu tư cho hay mới ký hợp đồng phân phối độc quyền căn hộ thương mại tại dự án với Công ty TNHH Phát triển Nhà Phú Hưng."
156,Lực lượng chức năng Huế đi xuồng đến hỗ trợ người dân trong một đợt mưa lũ.
156,Trang mạng xã hội của Ban chỉ huy Phòng chống thiên tai tỉnh Thừa Thiên Huế.
156,Ảnh: Võ Thạnh Hiện trang mạng xã hội của Ban chỉ huy Phòng chống thiên tai và Tìm kiếm cứu nạn tỉnh Thừa Thiên Huế có gần 800 người theo dõi.
156,"Thông tin về các cơn bão, dự báo thời tiết được cập nhật liên tục."
157,"Tại sao Apple chưa bao giờ quảng cáo trên mạng xã hội Tài khoản chính thức của Apple có hơn 11 triệu người theo dõi còn trên Twitter là 2,26 triệu follower."
157,Bài đăng duy nhất hiện nay trên Facebook của Apple là clip ngắn về ba mẫu iPhone mới ra mắt còn trên Twitter không có bất kỳ nội dung gì.
157,Ảnh chụp màn hình Hiện nay nhiều công ty dù lớn hay nhỏ đều coi mạng xã hội có vai trò quan trọng trong việc tiếp thị.
157,"Để mọi người bàn tán về mình Apple tiếp cận với chính người hâm mộ hay những người ủng hộ mình, từ đó tạo ra tiếng vang trên mạng xã hội."
157,Tại sao Apple lại phải thay đổi công thức thành công khi họ đang là thương hiệu số một thế giới mà chẳng cần đến mạng xã hội.
157,"Khi Apple tạo ra một sản phẩm tốt, người dùng sẽ giới thiệu Apple cho bạn bè và tăng tỷ lệ truyền miệng cho các sản phẩm của Apple."
157,"Tập trung tiếp thị và kinh doanh Thay vì các giải pháp kỹ thuật, Apple tập trung vào các mục tiêu tiếp thị và kinh doanh."
157,Đạt được mục tiêu tiếp thị mà không cần tới mạng xã hội sẽ tốt hơn là dùng mạng xã hội mà không đạt được mục tiêu tiếp thị.
158,Phi công nước ngoài làm việc tại các hãng hàng không trong nước đều phải mua bảo hiểm xã hội.
158,Chế độ bảo hiểm xã hội đối với người lao động nước ngoài tính trên thời gian tham gia bảo hiểm.
158,Chế độ hưu trí cũng được quy định theo Luật bảo hiểm xã hội.
159,Người Việt ở Paris: Cuộc sống vẫn diễn ra bình thường bất chấp bạo loạn Cảnh sát Pháp đứng gác trước cổng Khải Hoàn Môn khi khu vực này được phong tỏa sau cuộc bạo loạn hôm 112.
159,Người Việt ở Paris: Cuộc sống vẫn diễn ra bình thường bất chấp bạo loạn Đại lộ Champs Elysees tối 312.
159,"Video: Lan Anh Lan Anh cho hay sau khi làn sóng biểu tình bùng phát từ vài tuần trước nhằm phản đối chính sách tăng thuế nhiên liệu, giới chức Paris bắt đầu thắt chặt việc kiểm soát an ninh."
159,"Theo báo chí địa phương, từ hôm trước, lực lượng chức năng đã kiểm tra khu vực diễn ra biểu tình."
159,"Các cửa hàng gần đó đặt rào chắn phía trước, thu gọn mái che, dọn dẹp bàn ghế trên vỉa hè, Lan Anh kể."
159,"Tuy nhiên, theo những gì Lan Anh quan sát, chỉ khu vực Khải Hoàn Môn bị hư hại còn những nơi khác không bị ảnh hưởng gì nhiều."
159,"Sau cuộc biểu tình ngày thứ 7, đến chủ nhật mọi thứ đã trở lại bình thường."
159,"Cộng đồng người Việt chủ yếu tập trung ở quận 13 và 16, cách xa nên không bị ảnh hưởng."
159,Lan Anh cho hay các đồng nghiệp Pháp của cô không hẳn là không lo lắng trước những thay đổi của chính sách kinh tế.
159,"Nguyễn Linh, phó chủ tịch Hội Sinh viên Việt Nam tại Pháp, cho hay một trong những thay đổi của chính phủ Pháp ảnh hưởng trực tiếp đến các du học sinh Việt Nam là việc tăng học phí nhằm cải tổ giáo dục."
159,"Từ năm sau, học phí ở cả ba bậc cử nhân, thạc sĩ và tiến sĩ đối với sinh viên ngoài EU đều tăng thêm khoảng 3.000 euro, trong khi tiền trợ cấp nhà ở cho đối tượng này sẽ giảm."
159,"Ảnh: Nguyễn Linh Hiện có khoảng 5.500 sinh viên Việt Nam đang học tại Pháp, giảm mạnh so với 7.000 người vào năm 2013."
159,"Trong đó, chỉ một phần rất nhỏ sinh viên có học bổng và ngoài những học bổng đặc biệt, có giá trị cao, thì phần lớn chỉ đủ trang trải cuộc sống."
159,"Khả năng xin việc làm và định cư với người nước ngoài cũng rất lớn, Việt cho hay."
159,"Còn các cuộc biểu tình, nó dường như đã trở thành một phần văn hóa Pháp và cũng chỉ diễn ra vào cuối tuần nên mọi người không cần phải quá lo lắng."
160,"Mùa mưa hoặc triều cường, nhà chìm dưới nửa mét nước."
160,"Nhưng khi đề cập về việc bị thu hồi nhà đất trong vùng quy hoạch khu Thủ Thiêm, đôi tay anh nhanh nhẹn lật giở từng trang tài liệu, đối chiếu, rồi ghi ra giấy giãi bày."
160,"Năm 1997, tức sau một năm thủ tướng phê duyệt quy hoạch Khu đô thị Thủ Thiêm, căn nhà vợ chồng anh được chính quyền quận 2 xác định nằm trong khu dân cư, ngoài quy hoạch."
160,"Giờ sự việc đã rồi, tôi chỉ mong được hoán đổi đất về khu 4,3 ha gần đây vốn nằm ngoài quy hoạch, anh Thanh viết ra giấy."
160,Ông Lung đang giữ tấm bản đồ quy hoạch Thủ Thiêm tỷ lệ 15.000 năm 1996.
160,"Vì bản chất nhà của tôi nằm ngoài ranh quy hoạch năm 1996 mà Thủ tướng phê duyệt, ông nói."
160,Ông Lung đang giữ bản đồ được cho là quy hoạch 15.000 Khu đô thị Thủ Thiêm năm 1996.
160,Ông khẳng định đây là bản đồ sinh đôi với tấm bản đồ TP HCM đã trình thủ tướng và được phê duyệt làm Khu đô thị Thủ Thiêm 22 năm trước.
160,"Trong quy hoạch chi tiết 12.000 năm 1998 cũng mô tả phía Đông khu đô thị giáp một phần còn lại của phường An Khánh nhưng ranh chưa chạm đến phường Bình An, Bình Khánh."
160,"Trong văn bản gửi Thủ tướng năm 2015, thành phố cho biết tổng vốn đầu tư để bồi thường, giải phóng mặt bằng và tái định cư, đầu tư hạ tầng kỹ thuật, trả các khoản lãi vay là hơn 29.000 tỷ đồng."
161,Ông cũng chưa trải qua yêu đương lần nào.
161,"Ông Maeda sống tiết kiệm trong mức 60.000 yên hơn 12 triệu đồng mỗi tháng, ngày ăn ba bữa bằng đậu nành đóng gói sẵn."
161,Thi thoảng mới ăn hành tây chiên với cơm trắng.
161,"Lựa chọn cuộc sống đơn giản, nhưng không có nghĩa mọi thứ gọn gàng."
161,Ông có một em gái đã qua đời vài năm trước.
162,"Cuộc sống ở ốc đảo biệt thự ngoại thành Hà Nội Loanh quanh tập thể dục một mình mãi cũng chán, ông Trịnh Bá Bình 64 tuổi, đường Cây Xoài sà vào ngay vọng gác nhỏ xíu của ông bảo vệ Ngô Thanh Hải 62 tuổi đang ngồi nhâm nhi tách trà."
162,"Ở khu đô thị rộng 45ha này, ông Bình chẳng biết nói chuyện với ai ngoài những người bảo vệ, dù hiện tại nơi đây đã có khoảng hơn 250 nhân khẩu."
162,"Những người tuổi cao như ông Bình, ngoài đạp xe quanh 12 con đường của khu thì hầu như không biết đi chơi ở đâu."
162,Công viên mini ít người lui tới nên nhiều cỏ dại.
162,"Cuộc sống ở ốc đảo biệt thự ngoại thành Hà Nội Khu đô thị Quang Minh từng được kỳ vọng là khu đô thị hiện đại bậc nhất Hà Nội, nhưng giờ vắng vẻ vì nằm quá xa trung tâm thành phố."
162,"Khu đô thị Quang Minh nằm giáp với sông và đường cao tốc lớn, tách biệt với các khu dân cư lân cận."
162,Ông Bình là chủ thầu xây dựng về hưu đã ở khu này được 3 năm trong dãy nhà song lập.
162,"Mua nhà ở đây nên ông phải ở lại để trông, còn vợ ông đã về quê sống."
162,"Được một thời gian, con rể làm việc ở quận Ba Đình phải đi làm 25km, nên đành chuyển vào ở trung tâm thành phố."
162,"Bà Trần Thị Huyền 60 tuổi, quản gia tại một biệt thự đường Vạn Xuân trong khu đô thị, kể, bà làm quản gia cho gia đình người Thái Lan về đây được 6 năm rồi, họ chỉ có mặt ở nhà vào buổi tối."
162,"Nhiều nhà xung quanh đây cũng vậy, thậm chí có những gia chủ chỉ ở nhà vài ba ngày trong một tháng."
162,"Trong khu có cửa hàng tiện ích, nhưng không có đồ tươi sống, nên muốn mua con cá tươi hay mớ rau nấu canh, bà Huyền đều phải ra chợ hoặc siêu thị cách nhà 2km."
162,Buổi sáng ở khu đô thị Quang Minh có rất ít người qua lại.
162,"Làm về xuất nhập khẩu hay phải đi nước ngoài, chị Vũ Thị Thanh 37 tuổi, ngụ đường Hoa Phượng Vỹ đã về khu đô thị Quang Minh 2 năm nay để tiện đi lại vì gần sân bay Nội Bài."
162,"Tôi có vài căn nhà ở trung tâm thành phố, nhưng không ưa náo nhiệt nên về đây ở, chị Thanh cho biết."
162,Tôi phải cho con học đàn và tiếng Anh ở quận Cầu Giấy cách nhà 20km.
162,"Vì trong khu chỉ có một trường mầm non, cậu con lớp 6 của chị hàng ngày đạp xe băng qua con đường cao tốc đầy xe tải để đến trường cách đó 2km."
162,Còn hàng xóm của chị có con từ lớp một trở lên đa số đều cho học bán trú ở trung tâm thành phố cách nhà đến 30km.
162,"Cơ sở y tế gần nhất là trạm y tế thị trấn Quang Minh, cách khu đô thị 3km."
162,"Anh Nguyễn Thanh Phong 45 tuổi, hàng xóm của chị Thanh, bị thương tật ở chân, sống cùng với cha mẹ già."
162,Tôi thì có bác sĩ riêng nên cũng chẳng mấy khi đến bệnh viện.
162,"Khu đô thị có 10 người bảo vệ, thuộc quản lý của công ty Long Việt."
162,"Hàng tháng, mỗi hộ dân sẽ đóng 450 nghìn đồng phí an ninh và vệ sinh."
162,"Ông Hải làm bảo vệ ở đây gần 2 năm nên nắm rõ thông tin từng gia đình, 12 tiếng một ngày, ông đạp xe hết 45ha để đảm bảo an ninh và kiêm cả trông nom những ông bạn già."
